date,home_team,away_team,home_score,away_score,tournament,neutral,home_elo_before,away_elo_before,home_form,away_form,h2h_home_winrate
1990-06-18,Cameroon,Russia,0,4,FIFA World Cup,True,1504.2310797557925,1488.2873776918707,1.8,0.6,0.5
1990-06-19,Italy,Czechoslovakia,2,0,FIFA World Cup,False,1526.6647876397706,1494.5688480297233,2.2,1.2,0.5
1990-06-19,Yugoslavia,United Arab Emirates,4,1,FIFA World Cup,True,1466.63228611961,1399.554845736719,0.8,0.0,0.5
1990-06-19,Germany,Colombia,1,1,FIFA World Cup,True,1534.3312060414228,1490.5480127674723,2.6,1.4,0.5
1990-06-19,Austria,United States,2,1,FIFA World Cup,True,1510.7880897435632,1476.4692636114423,1.4,1.2,0.5
1990-06-20,Brazil,Scotland,1,0,FIFA World Cup,True,1518.5622955220294,1485.8722192925466,2.0,1.4,0.5
1990-06-20,Sweden,Costa Rica,1,2,FIFA World Cup,True,1519.571656797495,1473.775598987824,1.4,0.6,0.5
1990-06-21,Belgium,Spain,1,2,FIFA World Cup,True,1529.4614234496023,1522.243069508051,2.2,2.0,0.5
1990-06-21,England,Egypt,1,0,FIFA World Cup,True,1513.6961483892703,1467.5596106174155,1.2,1.2,0.5
1990-06-21,Republic of Ireland,Netherlands,1,1,FIFA World Cup,True,1531.8299048705555,1503.0748339565523,1.4,1.0,0.5
1990-06-21,South Korea,Uruguay,0,1,FIFA World Cup,True,1478.63766938887,1510.6886789217224,1.0,1.0,0.5
1990-06-23,Cameroon,Colombia,2,1,FIFA World Cup,True,1484.6212520420802,1491.8015656697453,1.8,1.0,0.5
1990-06-23,Czechoslovakia,Costa Rica,4,1,FIFA World Cup,True,1485.012100048103,1485.0861343817414,1.2,1.2,0.5
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,True,1527.6241662355185,1504.456295837501,2.6,1.6,0.5
1990-06-24,Germany,Netherlands,2,1,FIFA World Cup,True,1533.07765313915,1503.9005868629165,2.6,1.2,0.5
1990-06-25,Republic of Ireland,Romania,0,0,FIFA World Cup,True,1531.0041519641918,1542.5938079590223,1.4,1.6,0.5
